"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.34,60,90,"TT",14.5984844336307
0.396,66,90,"TT",11.8291075689126
0.34,72,90,"TT",12.1191297203206
0.34,60,90,"TT",12.5374864196706
0.396,66,90,"TT",10.1490665542475
0.34,72,90,"TT",11.5732766961231
0.34,60,90,"TT",12.7197759442072
0.396,66,90,"TT",12.0126208081201
0.34,72,90,"TT",10.8728681702808
0.34,60,90,"TT",12.3276376588152
0.396,66,90,"TT",13.0997150791865
0.34,72,90,"TT",13.3207165958113
0.34,60,90,"TT",13.4429355668821
0.396,66,90,"TT",12.8643044487269
0.34,72,90,"TT",11.7459071358045
0.34,60,90,"TT",12.2566774447115
0.396,66,90,"TT",11.8205119693282
0.34,72,90,"TT",12.3252613378798
0.34,60,90,"TT",11.5733901443283
0.396,66,90,"TT",13.4107243202146
0.34,72,90,"TT",11.8137454635324
0.34,60,90,"TT",14.0015281848498
0.396,66,90,"TT",11.2952174440738
0.34,72,90,"TT",11.0470573369861
0.34,60,90,"TT",13.3630010113994
0.396,66,90,"TT",12.405434865049
0.34,72,90,"TT",12.6189706563669
0.34,60,90,"TT",13.4211269964472
0.396,66,90,"TT",11.7522104825734
0.34,72,90,"TT",11.7186869599649
0.34,60,90,"TT",12.7954243392678
0.396,66,90,"TT",13.5417284683238
0.34,72,90,"TT",13.1950575776651
0.34,60,90,"TT",12.5951744760722
0.396,66,90,"TT",12.3665989028177
0.34,72,90,"TT",12.4461240553013
0.34,60,90,"TT",13.5600081864751
0.396,66,90,"TT",11.4801839916266
0.34,72,90,"TT",14.0099193144007
0.34,60,90,"TT",14.0220131669491
0.396,66,90,"TT",11.6790991110753
0.34,72,90,"TT",12.5750724041242
0.34,60,90,"TT",14.2742895175138
0.396,66,90,"TT",12.1807920266139
0.34,72,90,"TT",12.5474673882853
0.34,60,90,"TT",11.9783440014495
0.396,66,90,"TT",13.1782790595144
0.34,72,90,"TT",14.0386137748889
0.34,60,90,"TT",13.0413767765594
0.396,66,90,"TT",12.2887943852324
0.34,72,90,"TT",13.1229135029031
0.34,60,90,"TT",12.7880666543255
0.396,66,90,"TT",11.5783792829681
0.34,72,90,"TT",11.7265110467108
0.34,60,90,"TT",12.5010227182528
0.396,66,90,"TT",10.8532590342137
0.34,72,90,"TT",11.6881308037222
0.34,60,90,"TT",14.5610877564861
0.396,66,90,"TT",12.851947949081
0.34,72,90,"TT",10.9814288534373
0.34,60,90,"TT",13.0812000836819
0.396,66,90,"TT",13.6360552777914
0.34,72,90,"TT",11.6498092675448
0.34,60,90,"TT",14.2187186251192
0.396,66,90,"TT",12.7900073438975
0.34,72,90,"TT",13.6572894024024
0.34,60,90,"TT",12.9617554878496
0.396,66,90,"TT",12.8259034987788
0.34,72,90,"TT",12.4736838975918
0.34,60,90,"TT",12.6853619041957
0.396,66,90,"TT",11.9773946541277
0.34,72,90,"TT",13.0395142713114
0.34,60,90,"TT",12.3131800540005
0.396,66,90,"TT",12.3284788463428
0.34,72,90,"TT",14.5194567140913
0.34,60,90,"TT",12.275778688647
0.396,66,90,"TT",12.9544911094717
0.34,72,90,"TT",12.2288088730212
0.34,60,90,"TT",12.2538599769789
0.396,66,90,"TT",12.5178916269948
0.34,72,90,"TT",12.6140453699535
0.34,60,90,"TT",14.2920324635141
0.396,66,90,"TT",11.063809838812
0.34,72,90,"TT",13.6868258422289
0.34,60,90,"TT",12.8762352312836
0.396,66,90,"TT",13.9148428659817
0.34,72,90,"TT",11.8496327812673
0.34,60,90,"TT",13.5057166528973
0.396,66,90,"TT",12.604661558179
0.34,72,90,"TT",12.7762338598558
0.34,60,90,"TT",11.8559753242977
0.396,66,90,"TT",12.0946543517209
0.34,72,90,"TT",14.1111227392885
0.34,60,90,"TT",13.3854924443743
0.396,66,90,"TT",11.4507739178605
0.34,72,90,"TT",12.4573803066518
0.34,60,90,"TT",13.7385358794858
0.396,66,90,"TT",12.6393244564261
0.34,72,90,"TT",13.6784588037908
0.34,60,90,"TT",12.6129237939239
0.396,66,90,"TT",12.6747210270452
0.34,72,90,"TT",12.990402248039
0.34,60,90,"TT",14.580675816134
0.396,66,90,"TT",12.6058994332642
0.34,72,90,"TT",13.3621400901197
0.34,60,90,"TT",11.9886542370856
0.396,66,90,"TT",13.142483388016
0.34,72,90,"TT",11.5381800858316
0.34,60,90,"TT",13.1627564175126
0.396,66,90,"TT",13.2204943965977
0.34,72,90,"TT",12.1993269303308
0.34,60,90,"TT",13.2589423060309
0.396,66,90,"TT",10.7465630012765
0.34,72,90,"TT",11.8302416914973
0.34,60,90,"TT",13.4335774870358
0.396,66,90,"TT",11.0732693807936
0.34,72,90,"TT",13.1390733746224
0.34,60,90,"TT",11.8338198870766
0.396,66,90,"TT",11.364773424895
0.34,72,90,"TT",11.2388422735318
0.34,60,90,"TT",13.7557027167606
0.396,66,90,"TT",12.1959027416024
0.34,72,90,"TT",12.2876542482467
0.34,60,90,"TT",11.9420391368728
0.396,66,90,"TT",11.5382997843326
0.34,72,90,"TT",11.9057780175617
0.34,60,90,"TT",15.251181544097
0.396,66,90,"TT",12.2678387339971
0.34,72,90,"TT",12.358421260952
0.34,60,90,"TT",13.5799225615948
