"Match.Score","Prev.Length","Tile.Size","Prev.Type","Browse.Time"
77,70,0.2,"TT",10.5917069999975
57,70,0.2,"TT",14.4024588934136
77,110,0.2,"TT",16.4987612821644
67,90,0.2,"TT",11.0490128692312
57,110,0.2,"TT",16.2155041327754
77,70,0.2,"TT",11.5808891724691
57,70,0.2,"TT",14.2285968522021
77,110,0.2,"TT",17.2788855966446
67,90,0.2,"TT",13.0513626926445
57,110,0.2,"TT",16.7472373420016
77,70,0.2,"TT",11.0494987362223
57,70,0.2,"TT",13.606159568209
77,110,0.2,"TT",16.9169976319068
67,90,0.2,"TT",11.5922162193855
57,110,0.2,"TT",17.2706848033323
77,70,0.2,"TT",8.59769155334506
57,70,0.2,"TT",13.1493555561835
77,110,0.2,"TT",17.6925649293828
